"Año","precio_de_venta","km_impulsado","combustible","transmission","Dueño"
2017,550000,19890,1,1,1
2016,670000,7104,1,2,1
2015,625000,11918,1,2,1
2017,520000,10510,1,1,1
2016,239000,41000,1,2,1
2017,2600000,47162,2,1,1
2015,750000,45974,2,2,1
2012,229999,49824,1,2,1
2013,1300000,58500,2,1,1
2005,80000,56580,1,2,1
2012,385000,52000,2,2,1
2015,760000,55340,1,2,1
2017,600000,46507,2,2,1
2012,735000,55300,2,1,1
2012,285000,74300,2,2,1
2010,350000,48781,1,2,1
2010,290000,87620,2,1,1
2017,890000,40219,2,1,1
2011,385000,11473,1,2,1
2017,425000,8352,1,2,1
2017,525000,9745,1,1,1
2017,550000,9748,1,2,1
2012,271000,49000,1,2,1
2018,1490000,20694,2,2,1
2015,490000,31080,1,2,1
2014,260000,37605,1,2,1
2014,455000,55850,2,2,1
2010,75000,58850,1,2,1
2015,421000,23839,1,2,1
2016,550000,54000,2,2,1
2013,330000,38000,1,1,1
2012,390000,45454,2,2,1
2015,599000,46957,2,1,1
2007,110000,60000,1,2,4
2016,250000,25000,1,2,1
2012,600000,110000,2,2,4
2008,280000,190000,2,2,2
2018,2700000,25000,2,1,1
2008,80000,90000,1,2,1
2019,350000,5000,1,2,1
2015,475000,60000,2,2,1
2020,4700000,1500,2,1,1
2018,500000,50000,2,2,1
2014,250000,120000,2,2,1
2005,100000,120000,2,2,2
2019,350000,5000,1,2,1
2014,4000000,47000,2,1,1
2017,1900000,20000,1,1,1
2005,95000,120000,1,2,2
2015,409999,58000,2,2,1
2018,1050000,35000,2,2,1
2017,320000,30000,1,2,1
2019,1000000,10000,2,2,1
2017,1770000,25000,2,2,1
2018,950000,20000,2,2,1
2018,750000,50000,2,2,1
2014,220000,42000,1,2,1
2017,1000000,50000,2,2,1
2017,660000,116000,2,2,1
2015,716000,100000,2,2,1
2015,675000,66000,1,2,1
2010,385000,110000,2,2,3
2014,325000,70000,2,2,1
2015,950000,60000,2,2,1
2007,400000,110000,2,1,4
2014,250000,25000,2,2,1
2018,4000000,68000,1,1,1
2014,210000,20000,1,2,1
2011,147000,110000,1,2,2
2018,725000,26350,2,2,1
2012,550000,90000,2,2,1
2016,475000,25000,1,2,1
2014,250000,50000,1,2,2
2006,70000,60000,1,2,2
2012,160000,70000,1,2,3
2011,1000000,90000,2,1,2
2001,68000,70000,1,2,1
2017,500000,26500,1,2,1
2013,170000,60000,2,2,1
2018,1300000,35000,2,2,1
2020,1050000,10000,2,2,1
2009,300000,15000,1,2,1
2016,600000,25000,1,2,1
2017,900000,50000,2,2,1
2019,550000,25000,1,2,1
2007,100000,52000,1,2,2
2017,400000,15000,1,2,1
2011,120000,20000,1,2,1
2013,300000,90000,2,2,1
2011,140000,60000,2,2,2
2015,640000,23000,1,2,1
2018,380000,22155,1,2,1
2011,120000,20000,1,2,1
2018,650000,70000,1,2,1
2009,150000,60000,1,2,2
2018,550000,35000,1,2,1
2012,650000,71042,2,2,1
2012,1025000,167870,2,2,2
2011,195000,133564,2,2,1
2018,3800000,10000,2,1,1
2013,1490000,40000,2,1,1
2019,4950000,30000,2,1,1
2018,1140000,23038,1,1,1
2011,95000,70000,2,2,1
2017,3050000,30000,2,1,1
2017,550000,19890,1,1,1
2015,625000,11918,1,2,1
2017,520000,10510,1,1,1
2016,239000,41000,1,2,1
2017,2600000,47162,2,1,1
2012,229999,49824,1,2,1
2013,1300000,58500,2,1,1
2017,585000,43608,1,2,1
2018,825000,11212,1,1,1
2013,280000,52000,2,2,1
2016,725000,49217,1,2,1
2015,300000,90000,2,2,1
2015,375000,70000,1,2,1
2003,310000,90000,1,2,4
2011,375000,190000,2,2,3
2016,1950000,106000,2,1,1
2012,400000,80000,2,2,2
2014,550000,80000,2,2,2
2018,270000,20000,1,2,1
2012,555000,110000,2,2,2
2013,500000,60000,2,2,2
2010,400000,130000,2,1,2
2017,280000,28838,1,2,1
2008,80000,200000,1,2,1
2006,55000,100000,2,2,1
2014,250000,50000,1,2,1
2010,250000,190000,2,2,4
2007,95000,100000,2,2,2
2014,725000,135000,2,2,2
2015,320000,50000,2,2,3
2014,1200000,135000,2,1,3
2012,160000,50000,2,2,1
2018,790000,19571,2,2,1
2018,1200000,29600,1,2,1
2011,175000,70000,1,2,1
2018,950000,15000,2,1,1
2019,340000,50000,1,2,1
2017,825000,13500,2,2,1
2018,3100000,22000,1,1,1
2018,780000,25000,2,2,1
2010,350000,80000,1,1,3
2018,690000,39000,1,2,1
2016,245000,60000,1,2,1
2018,790000,49000,2,2,1
2018,680000,48600,1,2,1
2017,540000,20000,1,2,2
2016,425000,25000,1,2,1
2008,140000,120000,1,2,1
2019,1100000,30000,2,2,1
2015,715000,35000,2,2,1
2013,1580000,86000,2,1,1
2015,1750000,127643,2,1,1
2018,400000,54000,1,2,2
2014,1750000,102354,2,1,1
2014,1850000,62237,1,1,1
2005,114999,90000,1,2,2
2018,950000,21394,2,2,1
2015,310000,32686,1,2,1
2006,575000,1001,2,2,1
2017,490000,22000,2,2,1
2017,480000,53261,1,2,1
2016,3500000,53000,2,1,1
2018,370000,10000,1,2,1
2017,835000,14000,2,2,1
2017,650000,44000,1,2,1
2014,670000,39895,2,2,1
2017,950000,73000,2,1,1
2014,690000,17000,1,2,1
2017,670000,18591,1,2,1
2017,925000,26766,2,2,1
2015,250000,30000,1,2,1
2016,509999,42000,2,2,1
2014,520000,110000,2,2,1
2005,100000,100000,2,2,1
2006,85000,300000,2,2,2
2009,130000,110000,2,2,3
2018,950000,27620,2,2,1
2015,450000,70000,1,2,1
2012,320000,50000,1,2,2
2015,480000,50000,2,2,1
2014,2490000,46000,2,1,1
2012,790000,82000,2,2,1
2016,120000,120000,1,2,1
2006,75000,80000,1,2,3
2010,99000,70000,1,2,1
2018,1015000,20000,2,2,1
2013,250000,200000,2,2,2
2011,520000,120000,2,2,1
2018,1100000,30000,2,1,1
2005,200000,223000,2,2,1
2016,525000,60000,2,2,1
2016,500000,40000,1,2,1
2016,675000,161327,2,2,1
2009,150000,60000,1,2,3
2007,250000,50000,2,2,1
2018,450000,6000,1,2,1
2009,150000,68000,1,2,2
2012,200000,85000,2,2,1
2011,525000,70000,2,1,1
1999,60000,35000,1,2,2
2010,180000,100000,2,2,2
2015,475000,110000,2,2,1
2010,380000,195000,2,1,2
2015,285000,46000,1,2,2
2008,91200,60000,1,2,2
2017,250000,46000,1,2,1
2015,400000,42000,2,2,1
2006,160000,90000,1,1,2
2012,650000,85000,2,2,2
2012,409999,120000,2,2,3
2013,425000,72000,2,2,1
2013,250000,71000,3,2,2
2009,200000,110000,1,2,4
2013,250000,71000,3,2,2
2010,130000,144000,2,2,4
2017,260000,30000,1,2,1
2007,155000,65000,1,2,1
2015,450000,38000,2,2,1
2012,220000,90000,1,2,2
2018,650000,37000,2,2,1
2018,285000,30000,1,2,1
2018,725000,26000,1,1,1
2016,625000,30000,1,2,1
2016,550000,23000,1,2,1
2012,240000,40000,1,2,1
2014,600000,27000,2,2,1
2012,350000,65000,2,2,1
2015,245000,32000,1,2,1
2016,600000,56000,2,2,1
2017,2400000,30000,2,1,1
2014,620000,80000,2,2,1
2014,395000,52000,1,2,2
2014,635000,13250,1,2,1
2011,180000,36000,1,2,1
2015,484999,73000,2,2,2
2004,110000,60000,1,2,1
2006,150000,60000,1,2,2
2012,400000,110000,2,2,1
2012,200000,70000,2,2,2
2013,302000,60000,2,2,2
2011,215000,90000,2,2,4
2004,155000,80000,1,2,2
2014,1000000,101000,2,2,2
2018,550000,44000,2,2,1
2006,200000,45000,1,2,1
2017,750000,120000,2,2,1
2005,90000,90000,1,2,2
2007,80000,120000,1,2,2
2013,229999,13500,1,2,1
2017,350000,10000,1,2,1
2015,325000,25000,1,2,3
2018,450000,8500,1,2,1
2012,250000,120000,2,2,1
2012,225000,120000,2,2,1
2009,150000,90246,1,2,3
2008,110000,90000,1,2,2
2010,150000,40000,1,2,2
2000,165000,60000,1,2,4
2017,610000,32000,2,2,2
2013,170000,60400,2,2,1
2008,150000,70950,2,2,2
2013,300000,90000,2,2,1
2015,375000,72000,2,2,1
2013,390000,90000,2,2,1
2017,600000,10000,1,2,1
2014,204999,25000,1,2,2
2009,270000,80000,2,2,2
2017,375000,10000,1,2,1
2020,700000,1100,1,2,1
2017,455000,40000,1,2,1
2017,375000,10000,1,2,1
2014,341000,31491,1,2,1
2014,200000,107143,2,2,2
2017,450000,15000,1,1,1
2012,170000,50000,1,2,2
2017,1900000,100000,2,2,1
2016,500000,60000,2,2,1
2016,819999,85000,2,2,1
2014,351000,40000,1,2,2
2011,195000,80000,1,2,2
2008,250000,82000,2,2,2
2008,120000,70000,1,2,2
2009,180000,70000,1,2,3
2016,430000,20000,2,2,1
2012,75000,35000,1,2,2
2017,750000,80000,2,2,1
2011,60000,40000,1,2,1
2015,1500000,46412,2,2,1
2011,390000,150000,2,2,4
2016,630000,50000,2,2,1
2018,1085000,15000,2,2,1
2012,190000,60000,1,2,2
2018,550000,25000,1,1,1
2012,200000,90000,1,2,3
2011,165000,60000,1,2,1
2013,260000,65000,2,2,1
2011,151000,40000,1,2,1
2018,780000,50000,2,2,1
2012,175000,80000,2,2,3
2010,170000,107500,2,2,1
2013,210000,135000,2,2,2
2007,90000,43826,1,2,2
2016,535000,55838,1,2,1
2007,195000,112880,2,2,1
2011,140000,90000,2,2,3
2012,350000,40000,1,2,1
2013,425000,66000,1,2,1
2017,300000,30300,1,2,1
2013,340000,85000,2,2,2
2009,250000,80659,1,2,1
2008,170000,81324,1,2,1
2013,315000,127884,2,2,1
2015,200000,50000,1,2,1
2016,300000,25000,1,2,1
2015,300000,66755,2,2,1
2013,380000,123084,1,2,1
2009,250000,806599,1,2,1
2013,310000,95851,2,2,1
2010,260000,50000,1,2,1
2008,150000,50000,1,2,2
2006,85000,60000,1,2,2
2015,280000,15000,1,2,2
2016,850000,40000,2,2,1
2017,375000,20000,1,2,2
2006,125000,120000,2,2,3
2012,250000,110000,2,2,1
2014,715000,234000,2,2,1
2011,220000,70000,2,2,1
2010,110000,110000,2,2,2
2007,150000,84000,1,2,2
2012,300000,170000,2,2,1
2017,220000,40000,1,2,1
2006,75000,96000,1,2,2
2009,100000,20000,2,2,1
2016,380000,15000,1,2,1
2007,100000,50000,1,2,1
2010,480000,80000,1,2,2
2012,300000,124000,2,2,1
2013,190000,70000,2,2,1
2012,190000,130000,2,2,2
2017,650000,19014,1,2,1
2009,300000,23262,1,2,1
2016,700000,29600,2,2,1
2015,310000,35925,1,2,1
2018,500000,12000,1,2,1
2013,415000,40771,1,2,1
2015,395000,30500,1,1,2
2014,430000,42000,1,2,2
2007,215000,55800,1,2,2
2014,550000,66569,2,2,1
2014,415000,81358,2,2,1
2015,450000,82695,2,2,1
2014,285000,68293,2,2,2
2016,580000,32000,1,1,1
2014,300000,190621,2,2,1
2018,1200000,60000,2,2,1
2006,78000,64700,1,2,1
2002,65000,100000,1,2,2
2016,400000,88470,2,2,1
2016,850000,75000,2,2,1
2013,450000,120000,2,2,2
2012,2500000,35000,2,1,1
2017,780000,70000,2,2,1
2017,3200000,57000,2,1,1
2020,350000,1000,1,2,1
2013,285000,120000,2,2,2
2015,525000,98000,2,2,1
2014,550000,90000,2,2,2
2018,580000,70000,2,2,1
2013,75000,25000,1,2,3
2009,185000,60000,2,2,3
2007,110000,90000,1,2,4
2004,180000,200000,1,2,2
2010,350000,110000,2,2,2
2005,60000,126000,1,2,2
2018,695000,70000,2,2,1
2019,2700000,5000,2,1,1
2007,135000,74183,1,2,2
2015,640000,70000,2,2,2
2014,160000,90000,1,2,1
2004,80000,46000,1,2,2
2013,340000,110000,2,2,2
2012,110000,80000,2,2,2
2013,250000,90000,2,2,2
2017,1300000,70000,2,2,1
2014,250000,1,2,2,2
2009,450000,192000,2,2,1
2013,240000,70000,1,2,4
2007,225000,120000,2,2,2
2015,275000,60000,1,2,2
2012,320000,120000,2,2,2
2008,75000,120000,1,2,1
2007,85000,50000,1,2,2
2009,90000,120000,2,2,1
2007,85000,80000,1,2,2
2008,350000,80000,2,2,2
2009,355000,100000,2,1,2
2020,619000,1500,1,2,1
2018,1700000,50000,2,2,1
2006,55000,100000,2,2,2
2006,95000,83411,1,2,1
2011,300000,120000,2,2,2
2006,81000,83411,1,2,1
2015,1000000,80000,2,1,2
2019,925000,50000,2,2,1
2015,450000,40000,2,2,1
2014,600000,13270,2,2,1
2006,85000,100000,1,1,3
2016,700000,50000,2,2,1
2017,486000,26500,1,2,1
2013,400000,90000,2,2,1
2008,120000,100000,1,2,3
2018,275000,35000,1,2,1
2016,580000,57000,2,2,1
2015,375000,70000,1,2,1
2015,229999,100000,1,2,3
2010,110000,88000,1,2,2
2017,600000,60000,2,2,1
2009,120000,76000,1,2,2
2010,200000,100000,2,2,2
2012,450000,110000,2,2,2
2012,550000,80000,2,2,2
2012,220000,80000,1,2,2
2001,40000,30000,1,2,1
2017,300000,20000,1,1,1
2018,630000,40000,2,2,1
2017,610000,40000,2,2,2
2019,660000,7000,1,2,2
2012,220000,80000,4,2,2
2011,138000,90000,2,2,2
2013,210000,13770,2,2,1
2005,125000,34000,1,2,1
2008,125000,102000,1,2,1
2014,725000,110000,2,2,1
2011,170000,90000,1,2,2
2015,1200000,70000,2,2,3
2003,70000,90000,1,2,2
2007,100000,70000,1,2,2
2006,300000,80000,1,2,2
2013,450000,100000,2,2,2
2015,530000,100000,2,2,1
2007,100000,143000,1,2,3
2010,350000,115000,1,2,2
2011,165000,100000,2,2,2
2019,475000,120000,2,2,2
2013,350000,42000,2,2,1
2016,229999,38000,1,2,1
2018,800000,35000,2,2,1
2014,475000,120000,2,2,2
2014,425000,136906,2,2,1
2015,660000,97000,2,2,2
2019,610000,10000,1,1,1
2013,240000,50000,1,2,3
2005,70000,60000,1,2,2
2011,550000,120000,2,2,1
2010,100000,120000,1,2,2
2010,350000,90000,2,2,2
2013,200000,120000,1,2,1
2019,720000,3000,1,1,1
2014,350000,133000,2,2,1
2016,400000,25000,1,2,1
2017,570000,35000,1,2,1
2015,130000,70000,1,2,1
2016,210000,52000,1,2,1
2018,800000,52000,2,2,1
2017,700000,39000,2,2,1
2011,200000,28689,2,2,1
2014,495000,90000,2,2,2
2014,325000,80322,2,2,1
2019,650000,8000,1,2,1
2000,155000,50000,2,2,2
2007,75000,90000,1,2,2
2015,350000,61658,2,2,1
2010,90000,50000,1,2,3
2016,600000,80000,2,2,1
2010,400000,185000,2,2,1
2014,370000,57000,2,2,2
2000,50000,60000,1,2,1
2004,125000,120000,1,2,2
2018,1800000,26000,2,1,1
2019,650000,20000,1,1,1
2017,800000,30600,1,1,1
2020,802000,5000,1,2,1
2015,2300000,35000,2,1,3
2016,430000,35000,2,2,1
2017,650000,23000,1,2,1
2004,170000,120000,2,2,1
2011,450000,235000,2,1,1
2013,250000,87000,1,2,1
2014,550000,72000,1,2,2
2013,2000000,64000,2,1,2
2007,140000,100000,1,2,2
2012,155000,12000,1,2,1
2010,120000,67000,1,2,3
2012,287000,70000,2,2,1
2016,675000,60000,2,2,1
2011,235000,74500,1,2,2
2011,300000,118700,2,2,2
2015,434999,40000,1,1,2
2004,225000,223660,2,1,3
2006,160000,140000,1,2,2
2020,600000,5000,1,2,1
2016,470000,100000,2,2,2
2011,300000,100000,1,2,2
2018,600000,2000,1,2,1
2020,640000,4000,1,1,1
2006,50000,120000,2,2,4
2015,600000,35000,1,2,1
2014,290000,29000,4,2,1
2015,600000,30000,1,2,1
2012,190000,120000,2,2,1
2008,160000,110000,1,2,3
2017,325000,15000,1,2,1
2006,200000,73756,2,2,1
2018,2800000,40000,2,1,1
2011,125000,60000,1,2,3
2008,155000,60000,1,2,4
2015,550000,90000,2,2,1
2009,130000,70000,1,2,4
2002,80000,70000,1,2,2
2015,500000,80000,2,2,2
2019,250000,27000,1,2,1
2012,580000,70000,2,2,1
2002,60000,50000,1,2,1
2012,300000,185000,2,2,1
2014,200000,90000,2,2,2
2017,1200000,16400,2,2,1
2015,350000,80000,2,2,2
2012,600000,80000,2,2,2
2019,650000,4000,1,2,1
2008,120000,40000,1,2,1
2010,180000,120000,2,2,2
2018,950000,41395,1,1,1
2012,250999,35000,2,2,2
2012,385000,52000,2,2,1
2009,1250000,47000,2,1,2
2013,165000,50000,1,2,1
2015,700000,48000,1,2,1
2015,750000,53000,2,2,1
2008,89999,213000,2,2,1
2018,290000,15000,1,1,1
2014,45000,7000,1,2,2
2013,675000,88000,2,1,1
2015,530000,55000,2,2,1
2014,1485000,48000,2,1,1
2014,325000,71014,2,2,1
2015,400000,60000,2,2,1
2017,380000,71000,2,2,1
2016,750000,45000,1,1,1
2017,390000,45000,1,2,1
2009,110000,20000,1,2,1
2019,1825000,14000,2,2,1
2019,3256000,17000,2,1,1
2015,370000,60000,2,2,1
2013,210000,80000,2,2,2
2007,175000,181000,2,2,4
2012,575000,89550,2,2,2
2010,320000,90000,2,2,3
2010,280000,149500,2,2,3
2013,500000,190000,2,2,2
2013,380000,83000,2,2,1
2005,120000,20000,1,2,2
2018,395000,20000,1,2,1
2010,360000,160000,2,2,1
2015,451000,100000,2,2,1
2010,175000,45000,1,2,2
2009,170000,44800,1,2,2
2006,100000,40000,1,2,2
2014,150000,120000,1,2,3
2011,149000,10000,2,2,2
2011,160000,80000,2,2,2
2018,434999,10000,1,2,1
2014,800000,156000,2,2,1
2010,819999,120000,2,2,2
2007,163000,100000,1,2,2
2001,350000,100000,2,2,2
2006,75000,100000,1,2,2
2012,180000,60000,1,2,2
2017,675000,30000,2,2,1
2013,400000,170000,2,2,1
2013,434999,100000,2,2,2
2006,100000,110000,1,2,2
2015,419000,170000,2,2,2
2009,200000,100000,1,2,1
2014,400000,35000,2,2,1
2018,790000,40000,2,2,2
2015,500000,90000,2,2,2
2012,275000,120000,2,2,2
2012,450000,120000,2,2,2
2020,1400000,25000,2,2,1
2015,800000,15000,2,2,1
2014,315000,41000,1,2,1
2019,700000,16000,1,2,1
2016,585000,51000,2,2,1
2014,350000,30000,1,2,1
2014,495000,80000,2,2,1
2017,500000,50000,1,2,1
2013,345000,44000,1,2,1
2015,500000,10000,1,2,1
2016,360000,33000,1,2,1
2010,210000,25000,1,2,1
2014,220000,66000,1,2,1
2009,250000,48000,1,2,1
2016,990000,146000,2,2,1
2013,220000,100000,2,2,4
2012,1800000,50000,2,1,2
2014,530000,50000,1,2,1
2016,575000,50000,2,2,1
2012,400000,99000,2,2,1
2016,680000,50000,2,2,1
2014,1000000,80000,2,1,1
2016,260000,45000,1,2,2
2010,150000,50000,1,2,2
2008,180000,70000,1,2,3
2014,346000,37516,2,2,1
2015,450000,20000,2,2,1
2019,500000,5000,1,2,1
2019,700000,8000,2,2,1
2019,280000,25880,1,2,1
2019,475000,10000,1,1,1
2009,300000,50000,2,2,1
2014,200999,40000,1,2,1
2009,200000,100000,2,2,3
2009,210000,80000,1,2,2
2012,160000,110000,2,2,1
2009,175000,136000,2,2,2
2012,320000,80000,2,2,1
2009,110000,50000,1,2,2
2008,300000,30000,1,2,1
2012,700000,10000,1,2,1
2009,135000,90000,2,2,4
2015,500000,110000,2,2,1
2012,550000,120000,2,2,2
2014,1050000,90000,2,2,3
2016,500000,20000,1,2,1
2011,180000,90000,2,2,2
2010,170000,50000,1,2,2
2019,484999,9000,1,2,1
2011,150000,70000,1,2,2
2018,380000,25000,1,2,1
2019,480000,10000,1,2,1
2009,135000,90000,2,2,4
2011,290000,60000,2,2,2
2013,350000,70000,1,2,1
2014,110000,25000,1,2,1
2003,70000,80000,1,2,3
2011,300000,70000,1,1,3
2017,180000,60000,1,2,1
2020,300000,20000,1,2,1
2017,509000,60000,1,2,1
2016,650000,80000,2,2,1
2015,450000,70000,2,2,3
1999,170000,2020,2,2,2
2007,210000,100000,2,2,2
2013,360000,80000,2,2,2
2011,495000,120000,2,2,2
2006,105000,100000,1,2,3
2010,270000,60000,1,2,3
2010,130000,110000,1,2,1
2014,700000,90000,2,2,2
2012,400000,40000,2,2,1
2009,250000,60000,1,2,2
2013,325000,94000,2,2,2
2008,69000,100000,1,2,1
2018,1380000,25000,2,2,1
2007,90000,90000,1,2,1
2016,1000000,40000,2,2,1
2010,145000,90000,3,2,2
2020,250000,1100,1,2,4
2011,256000,70000,2,2,3
2005,70000,120000,2,2,1
2000,50000,88500,1,2,4
2016,240000,70000,1,2,2
2010,97000,128000,1,2,1
2012,130000,120000,2,2,1
2009,199000,52536,1,2,1
2006,125000,70000,1,1,1
2015,420000,60000,2,2,1
2016,525000,110000,2,2,1
2008,125000,85000,1,2,1
2010,325000,135000,2,2,1
2012,330000,86000,2,2,4
2010,110000,50000,1,2,1
2019,450000,1950,1,2,1
2005,85000,118400,1,2,1
2007,229999,70000,1,2,2
2012,250000,60000,1,2,2
2015,650000,68000,2,2,1
2017,600000,46507,2,2,1
2017,650000,6480,1,2,1
2017,750000,32077,2,2,1
2018,850000,19107,1,2,1
2017,315000,18469,1,2,1
2015,415000,28217,1,2,1
2016,640000,72787,2,2,1
2017,780000,31063,1,2,1
2017,2595000,79641,2,1,1
2015,850000,58692,2,2,1
2015,900000,54784,2,2,1
2016,1150000,64156,1,2,1
2007,75000,54000,1,2,1
2012,215000,97000,2,2,1
2009,130000,120000,1,1,2
2019,400000,16000,1,1,1
2019,550000,60000,1,1,1
2016,245000,52000,1,2,1
2010,320000,110000,2,2,4
2016,730000,60000,2,1,2
2005,120000,100000,1,2,3
2017,950000,35000,1,2,1
2017,350000,48000,1,2,3
2005,100000,20000,1,2,2
2017,350000,30000,1,2,1
2005,80000,40000,1,2,2
2013,370000,60000,1,2,1
2012,160000,70000,1,2,2
2009,130000,120000,2,2,1
2016,250000,30000,1,2,1
2012,270000,80000,2,2,2
2019,2600000,9500,2,1,1
2013,160000,80000,1,2,1
2016,229999,80000,1,2,1
2017,750000,29000,2,2,1
2011,195000,120000,2,2,1
2015,320000,60000,1,2,1
2018,1100000,20000,2,2,1
2016,270000,22000,1,2,1
2012,300000,50000,1,2,1
2012,200000,50000,2,2,1
2007,120000,81366,1,2,1
2006,95000,110000,1,2,1
2013,400000,100000,1,2,1
2006,229999,300000,2,2,1
2016,430000,20000,2,2,1
2012,300000,90000,2,2,1
2013,350000,70000,1,2,1
2013,450000,120000,2,2,1
2016,200000,53000,1,2,2
2017,250000,30000,1,2,1
2012,368000,90000,1,2,2
2012,368000,90000,1,2,2
2014,650000,244000,2,2,1
1997,150000,120000,2,2,3
2012,180000,60000,4,2,1
2017,525000,15000,1,2,1
2005,350000,150000,2,2,2
2018,850000,30000,2,2,2
2011,350000,312000,2,2,3
2007,75000,54000,1,2,1
2005,160000,67000,1,2,1
2017,500000,40000,2,2,1
2008,130000,100000,1,2,1
2015,350000,100000,2,2,2
2005,70000,80000,1,2,1
2014,750000,145000,2,2,2
2013,450000,53000,2,2,1
2015,430000,73000,2,2,3
2011,260000,90000,2,2,3
2013,370000,80000,2,2,3
2011,229999,100000,3,2,1
2011,140000,90000,2,2,3
2013,700000,200000,2,2,1
2020,545000,7300,1,2,1
2017,200000,30000,1,2,1
2015,500000,120000,2,2,1
2008,70000,90000,1,2,2
2013,580000,25000,2,2,3
2012,160000,70000,3,2,2
2018,450000,6000,1,2,1
2010,160000,36000,1,2,1
2016,760000,49000,2,2,1
2015,300000,22000,1,2,1
1998,50000,35000,4,2,2
2019,800000,24000,2,2,1
2018,680000,20000,2,2,1
2009,85000,50000,4,2,2
2016,1300000,70000,2,2,1
2016,500000,60000,1,2,1
2015,3500000,35000,2,1,1
2008,145000,60000,1,2,1
2013,300000,60000,2,2,1
2017,600000,60000,2,2,2
2015,400000,70000,1,2,2
2007,130000,135000,1,2,2
2001,45000,72539,1,2,2
2017,641000,25000,1,2,1
2015,650000,50000,2,2,1
2015,495000,52328,2,2,1
2013,324000,30000,1,2,1
2016,2100000,91505,2,1,1
2018,200000,35000,1,2,1
2015,320000,60000,2,2,1
2015,300000,20500,1,2,1
2013,180000,200000,2,2,1
2008,500000,154000,2,2,3
2011,305000,120000,1,2,2
2009,125000,50000,1,2,4
2015,800000,135000,2,2,1
2009,420000,100000,2,2,1
2017,875000,40000,2,2,1
2014,580000,70000,2,2,1
2011,350000,133000,2,2,2
2004,120000,110000,1,2,2
2013,150000,180000,2,2,3
2013,650000,120000,2,2,1
2010,225000,80000,1,2,2
2014,400000,15000,1,1,1
2005,250000,70000,1,2,1
2008,120000,41723,1,2,2
2010,250000,70000,1,2,1
2012,175000,20000,1,2,2
2013,450000,1000,2,2,2
2018,590000,26350,2,2,1
2015,225000,68745,2,2,1
2016,900000,47000,2,2,1
2017,375000,27289,1,1,1
2016,320000,24662,1,2,1
2013,525000,37000,2,2,1
2014,650000,28245,2,2,1
2017,575000,27005,2,2,1
2014,355000,39227,1,2,1
2016,470000,31367,2,2,1
2008,221000,35008,1,2,1
2009,195000,27005,1,2,1
2004,90000,100005,1,2,2
2013,580000,45264,2,2,1
2014,325000,39093,1,2,1
2013,495000,45241,1,2,1
2014,290000,12000,1,2,1
2018,375000,2769,1,2,1
2011,211000,43128,2,2,1
2010,270000,110000,1,2,2
2004,70000,50000,1,2,2
2010,225000,60000,1,2,2
2014,420000,70000,2,2,3
2015,280000,22255,1,2,1
2013,400000,59213,1,2,1
2015,850000,55000,2,2,1
2011,550000,80000,2,2,1
2011,550000,80000,2,2,1
2018,1000000,40000,2,2,1
2014,350000,170000,2,2,1
2011,350000,170000,2,2,2
2007,170000,70000,1,2,3
2006,45000,120000,2,2,2
2013,430000,70000,2,2,3
2011,140000,60000,2,2,2
2015,830000,70000,2,2,1
2009,409999,110000,2,2,2
2012,190000,80000,2,2,3
2007,200000,80000,1,2,2
2006,120000,110000,1,2,2
2019,850000,50000,2,2,1
2011,95000,115000,2,2,4
2013,213000,80000,1,2,1
2018,660000,25000,2,2,1
2017,415000,48965,1,2,1
